content,title,id
"Soufiane Kourdou

Soufiane Kourdou (born May 21, 1985) is a Moroccan professional basketball player. He currently plays for the ASS Sale club of the FIBA Africa Club Champions Cup and the Nationale 1, Morocco’s first division.

He represented Morocco's national basketball team at the 2017 AfroBasket in Tunisia and Senegal where he was Morocco’s best free throw shooter.

At the 2017 Arab Nations Cup in Egypt, he was the tournament’s dominant scorer as he recorded 18.6 points per game.",Soufiane Kourdou,149
"2017–18 Yale Bulldogs women's basketball team

The 2017–18 Yale Bulldogs women's basketball team represents Yale University during the 2017–18 NCAA Division I women's basketball season. The Bulldogs, led by third year head coach Allison Guth, play their home games at John J. Lee Amphitheater of the Payne Whitney Gymnasium and are members of the Ivy League.

They finished the season 15–12, 6–8 in Ivy League play to finish in sixth place.

!colspan=9 style=| Non-conference regular season
!colspan=9 style=| Ivy League regular season
!colspan=9 style=| Ivy League Women's Tournament",2017–18 Yale Bulldogs women s basketball team,150
"Susana Olaondo

Susana Olaondo (born 27 May 1953) is a Uruguayan writer and illustrator.

Susana Olaondo was born in Montevideo in 1953. She studied drawing, painting, photography, sculpture, and introduction to visual and technical language in gardening, and graduated from the Municipal School of Gardening. Since 1990 she has held a plastic expression workshop for children where creativity is encouraged. The author highlights her versatility by writing her own stories and illustrating them. She initially started writing and drawing for her two children. In 1990 she illustrated her first book, ""La Tía Merelde"", and since then has continued to work in children's literature. Several of her books have been published and translated in the United States and Chile. She has published several works, including an audiobook for the Braille Foundation of Uruguay.

The author has demonstrated her passion for nature, plants and animals, taking these elements as inspiration to reflect on later in her books. Some of her stories (""Felipe"", ""Olegario"", ""Una Pindó"") have been theatrically adapted.",Susana Olaondo,151
"2008 Saint Francis Cougars football team

The 2008 Saint Francis Cougars football team represented the University of Saint Francis, located in Fort Wayne, Indiana, in the 2008 NAIA football season. They were led by head coach Kevin Donley, who served his 11th year as the first and only head coach in the history of Saint Francis football. The Cougars played their home games at Bishop John D'Arcy Stadium and were members of the Mid-States Football Association (MSFA) Mideast League (MEL). The Cougars finished in 1st place in the MSFA MEL division, so they received an automatic bid to the 2008 postseason NAIA playoffs.

The Saint Francis Cougars have a history of playing championship-quality teams. The only loss of the 2008 season was to eventual national champion Sioux Falls in the semifinal round of the playoffs. This marked the xxth time in the history of Saint Francis football that the team's schedule included a loss to the best team in the nation. It was the xxth time when that was the only loss of the year.

After an undefeated regular season, USF finished with a loss at Sioux Falls. This was the second time in three seasons that Sioux Falls put the only blemish on the USF record.",2008 Saint Francis Cougars football team,152
"Clare Sambrook

Clare Sambrook is an English freelance journalist and author. Sambrook is best known for her work concerning the ""End Child Detention Now"" campaign which won her the Paul Foot Award and the Bevins Prize.

In high school, Sambrook won the Vellacott History Prize from the University of Cambridge. She later studied at Cambridge.

After university Sambrook began working for the ""John Lewis Gazette"" before working for the Haymarket Group. She later began working at the newspaper, ""The Daily Telegraph"" before leaving to become a freelance journalist so that she could concentrate on investigations.

Sambrook published her first novel, ""Hide and Seek"" in 2005. The book is written from the point of view of a 9-year-old boy called Harry who had to deal with the aftermath of the abduction of his 5-year-old brother, Daniel.

In 2010, Sambrook won the Paul Foot Award and the Bevins Prize for her articles which exposed government policies concerning the arrest and detention of asylum-seeking families and for her work with the ""End Child Detention Now"" campaign which she co-founded.

She was nominated for the Orwell Prize in 2013 and 2015.",Clare Sambrook,153
"Sakawa River

The is a river in Shizuoka Prefecture and Kanagawa Prefecture Japan. In Shizuoka Prefecture it is called the Ayuzawa River. It flows into the Pacific Ocean.",Sakawa River,154
"Sabatino Nicolucci

Sabatino ""Sammy"" Nicolucci (born 1946/47) is an Italian-Canadian mobster linked to the Sicilian Rizzuto crime family based in Montreal, Quebec, Canada.

Nicolucci's first criminal conviction in Canada came in 1973 for drug possession, followed by possessing $2 million of counterfeit money in 1978. Nicolucci became a confidante of Vito Rizzuto, who went on a trip to Venezuela in 1984 where they met the allied Cuntrera-Caruana Mafia clan, regarded as drug specialists. That same year, a probe into Nicolucci's drug trafficking by the Royal Canadian Mounted Police (RCMP) found 12 kilograms of cocaine at Vancouver International Airport in false bottom suitcases intended for pick up by Montreal associate William Papier. The RCMP kept close surveillance on Nicolucci and Papier in Montreal through wiretaps, and even followed them by plane to Caracas, Venezuela where they received help from the United States Embassy in Venezuela, and bugged the mobsters hotel rooms. In 1985, the RCMP amassed enough evidence on Nicolucci and Papier, and the two were convicted and sentenced to 14 years in prison in Montreal Superior Court in relation to the Vancouver haul; they appealed, but the verdict was upheld.

In 1991, serving less than half his sentence, Nicolucci was released on parole. Within months of Nicolucci's release, he was money laundering, moving $31 million through a phony currency exchange in Montreal secretly run by the RCMP in an elaborate sting operation. Officers traced a $1.7-million purchase of 280 kilograms of cocaine made by Nicolucci on behalf of Vito Rizzuto. However, Nicolucci refused to pay the debt to the Colombian Cali cartel, claiming the cocaine was of poor quality. As a result, the Colombians kidnapped Nicolucci from Castel Tina on August 2, 1994, a Montreal strip club he managed, and smuggled him across the border to Miami, Florida, and then into Colombia. With an international warrant for Nicolucci's arrest, the Colombian police found Nicolucci in a house in Cali, Colombia in February 1995. He was extradited back to Canada and brought back to Montreal on May 30, 1996. Nicolucci was found guilty of 437 charges for drug trafficking and money laundering, and sentenced to 19 years in prison.

Nicolucci was paroled on Statutory Release in 2012. In September 2017, the Parole Board of Canada forbid Nicolucci from Montreal's Little Italy, as well as ""Italian-style"" coffee shops or establishments that are recognized by the police as being a meeting point for members of Italian organized crime.""",Sabatino Nicolucci,155
"Houdini Museum of New York

The Houdini Museum of New York is located at Fantasma Magic, a retail magic manufacturer and seller located at 213 West 35th Street, Rm 401, New York, NY.

Opened in October 2012, the Houdini Museum of New York contains several hundred pieces of ephemera, most of which belonged to magician and escape artist Harry Houdini. Of the museum's many pieces, Houdini's 1907 escape coffin (in which Houdini was sealed with six-inch nails and subsequently escaped), the ""robot"" from Houdini's 1919 silent film ""The Master Mystery"", and Houdini's Metamorphosis Trunk are the largest. Other notable pieces include the original bust from Houdini's grave (on loan to the museum from the American Jewish Historical Society), Bess Houdini's stage outfit and a large selection of smaller pieces such as Houdini's personal magic and escape props. There are also many items related to Houdini's interest in the debunking of spiritualists. The Houdini memorabilia is said to be worth more than $1 million. and has been variously estimated to have cost ""several million.""

It is in an unassuming and almost unheralded location, and as such is easily missed. The museum has also been featured as both a point of interest and a background location on several television shows including ""ABC World News"", ""Fox And Friends"", NY1, MTV and ""Good Day New York"".

The museum is owned by Houdini collector Roger Dreyer (also the owner and CEO of Fantasma Magic) and was designed by architect and designer David Rockwell. It features over 1,500 pieces of ""Houdiniana,"" which portends an ""ever changing display."" Dreyer's Houdini collection is the second-largest in the world; the first being the collection of Las Vegas illusionist David Copperfield.",Houdini Museum of New York,156
"Look (cigarette)

Look is a Danish brand of cigarettes, currently owned and manufactured by House of Prince, a subsidiary of British American Tobacco.

Look was introduced in 1966 by the Scandinavian Tobacco Group. In 1990, when a big re-organisation was happening at the Scandinavian Tobacco Group, all the manufacturing of the cigarette brands was moved to the sister company House of Prince, who in turn got bought by British American Tobacco in 2008 and now is the main producer of the brand. The tobacco used in Look cigarette consists out of an American blend.

In January 2017, the variant """"Look Original Menthol"""" has had its name changed to """"Prince Menthol Boost"""". The reason for this change has not been stated by House of Prince.

The brand is mainly sold in Denmark, but was or still is sold in Sweden and Germany.

The brand is available in four different versions and all of the variants are 100 mm long. Look Original is also known as Look Red.


Below are all the current brands of Look cigarettes sold, with the levels of tar, nicotine and carbon monoxide included.",Look  cigarette ,157
"Christ Church, Frome

The Anglican Christ Church in Frome, Somerset, England was built in 1817 and 1818. It is a Grade II* listed building.

The church was built in 1817 and 1818 by George Allen Underwood. It was built as a ""free church"" which meant that no-one paid pew rent.

The building was altered and extended in the late 19th and early 20th centuries. Further work to add a toilet and kitchen took place in 2014.

The parish is part of the benefice of Christ Church with Saint Mary's within the Diocese of Bath and Wells.

The stone building consists of a four-bay aisled nave and an east tower. The chancel in beneath the tower in the crossing.

The lady chapel was built on to the church in 1929 by Harold Brakspear and projects from the wall of the building. The tower is supported by clasping buttresses.",Christ Church  Frome,158
"Terán

Terán may refer to:",Terán,159
"Mutley Baptist Church

Mutley Baptist Church is a large Grade II community church in Mutley Plain, Plymouth, Devon, designed by architect J. Ambrose of Plymouth in 1867. It is built of Plymouth limestone in a Classical Style with French late Gothic/Renaissance influence. It was extended in 1907 to include Spurgeon Hall and is considered a notable example of non-conformist chapel architecture. 

Clive Burnard is the Senior pastor. The church has full time overseas workers in Bahrain, Bali, China, Papua New Guinea, South Africa and Uganda.",Mutley Baptist Church,160
"Tay Schmedtmann

Tay Schmedtmann (born 25 October 1996) is a German singer. He appeared on and won the sixth season of ""The Voice of Germany"".",Tay Schmedtmann,161
"Aldyn Mckean

Aldyn Mckean (1948 - February 28, 1994) was a singer, actor and advocate for gay rights and the rights of people with AIDS.

Aldyn Mckean was born John Baldwin McKean in Lewiston, Idaho. He attended Harvard University, class 1970, where he performed with the University's Gilbert and Sullivan Players. At Harvard he joined the Students for a Democratic Society (SDS) and among other campaigns, he lobbied and obtained the elimination of the ROTC program and the establishment of the Department of African American Studies. After graduation in 1971 he served a tour of duty in Vietnam as an infiltrator of the SDS.

He moved to New York City to attend the Tisch School of the Arts at New York University graduating in 1975.

As an actor, Mckean appeared in the film ""Voices From the Front"", a feature-length documentary on AIDS activism in America created by the video collective Testing the Limits, and in the Broadway production ""The Robber Bridegroom"". He also appeared on television and radio programs like ""ABC's Nightline"", ""CNN"", and ""National Public Radio"".

McKean was a founding member of ACT UP in 1987. McKean was a frequent spokesman, representing the organization at international AIDS conferences (San Francisco in 1990, Florence in 1991, and Berlin in 1993) and on national television. He lobbied for: having clinical studies on long-term AIDS survivors, increasing availability of AIDS drugs, including people of color in AIDS drug trials, full participation of people with HIV and AIDS in international AIDS conferences.

In 1992, McKean was hired by the Gay Men's Health Crisis (GMHC) to work as the administrative coordinator for United for AIDS Action. In this capacity he coordinated the AIDS Walk in Central Park. After he was fired by GMHC, McKean went to work with the National Gay and Lesbian Task Force, Third Wave International, and other organizations devoted to economic and social justice and civil rights issues.

He died on February 28, 1994, at his home in Manhattan. The cause was AIDS-related complications, said Denny Lee, a spokesman for the AIDS protest group Act Up.

On March 4, 1994, a funeral procession across 14th Street to Union Square Park took place to honor Aldyn Mckean. They brought a sign reading: ""A Great Hero In The Fight To End AIDS / Honor His Life -- Take Action""

Aldyn McKean papers (1974-1994) are hosted at the New York Public Library, Archives & Manuscripts.",Aldyn Mckean,162
"Millennial Woes

Colin Robertson (born 1983), known as Millennial Woes or simply Woes, is a Scottish alt-right, neoreactionary political activist, blogger and YouTube personality. He describe himself as a neoreactionary and ""white advocate"", and openly identifies with the alt-right. He has been described as a far-right, white nationalist, white supremacist, ""garden-variety"" racist across media, and frequently publishes content that is critical of multiculturalism. He has been described as a ""household name"" and a ""darling"" of the alt-right, as well as a ""rising star of the movement"".

Woes attended a London art college in Tooting in the mid-2000s, an experience he describes as 'dizzying' due to the ethnic diversity of the school and district. After a period of clinical depression, unemployment and underemployment, he launched his YouTube channel at the end of 2013. ""Vice"" had labeled his platform a ""popular alt-right YouTube channel"" towards the end of 2016, with around 18,000 subscribers and 2.4 million views.

In November 2016, Woes delivered a speech at the National Policy Institute Conference 2017, in Washington DC. According to some media, his involvement was directly linked to then President-elect Donald Trump's disavowing of NPI. A few days after Trump's election, Woes spoke in Seattle, claiming that he did not believe the President-elect was a ""rabid white nationalist"", but that ""restor[ing] America"" may mean getting ""more white people here and fewer brown people"".

In January 2017, he began receiving coverage from BBC News and national newspapers, after Scottish tabloid the ""Daily Record"" claimed to have doxxed Millenial Woes, ""expos[ing]"" his birth name, family's home address and sending reporters to confront him. Woes was reported to have ""left Britain"", posting a video to his Youtube channel named ""Fugitive Woes"". UK-based Civil rights group Civil Liberty defended him, claiming the doxxing was a ""hate campaign fomented by ""[The] Daily Mirror"""", while men's issues blog Return of Kings claimed British ""media outlets"" were ""attempting to incite a mob against him"".

On 6 February 2017, he gave a speech entitled """"Withnail and I as Viewed From the Right"""" at The London Forum in Kensington, which ""The Independent"" described as ""a meeting of prominent far-right voices"". Hope Not Hate covered his appearance at the event, claiming he recited the Fourteen Words as part of his speech. On 25 February 2017, Woes gave a speech in Stockholm organised by , which had been promoted as ""the most important alt-right conference in Europe"". According to IBTimes, the event took place in a ""secret location"" in Södermalm. In August 2017, ""Salon"" claimed that Millennial Woes was one of only a few alt-right platforms to rapidly grow, alongside Red Ice, VDARE and The Rebel Media.

On 10 December 2017, according to Right Wing Watch he began a interview series named ""Millenniyule 2017"", interviewing various internet personalities from the alt-right movement, including an appearance from Faith Goldy.

Woes is a follower of the white genocide conspiracy theory, and it has been reported as ""central to his beliefs"". He has been described in media as an anti-Semite, and identified himself as one. Describing what he called the ""Jewish Question"", he claimed that ""there are problems with the Jewish people""..",Millennial Woes,163
"Matsumoto Ichiyō

The Honolulu Museum of Art, the National Museum of Modern Art, Kyoto, and the National Museum of Modern Art, Tokyo are among the public collections holding paintings by Matsumoto Ichiyō",Matsumoto Ichiyō,164
"Ri Pyong-chol

Ri Pyong-chol (born 1948) is a North Korean former general and close advisor of Kim Jong-un. He currently serves as senior deputy department director of the Workers' Party of Korea (WPK) Central Committee and member of the National Defense Commission (NDC).

He is an alternate member of the WPK Political Bureau, and a deputy to the Supreme People's Assembly. Ri served in the Korean People's Army Air Force until 2014 at which time he became a senior party official. He also served as an advisor to Kim Jong-il as early as 2008.

In December 2017, the U.S. Treasury department issued sanctions against him, blocking him from ""any property or interests in property within U.S. jurisdiction, and prohibits [him] from transactions with American citizens""",Ri Pyong chol,165
"Teran

Teran may refer to:",Teran,166
"Kurt Selchow

Kurt Selchow (born 28 May 1886 in Oppeln, Upper Silesia, Germany) was a Minister () and Director of the Z Branch, the Signal Intelligence Agency of the German Foreign Office () before and during World War II. 

His father was Hugo Selchow. His wife was Erna Selchow and he had one daughter called Gitta. He was educated in Oppeln until 1906 when he became a soldier. He was initially assigned to the Infantry, then in 1912 he was transferred to Signal Corps (""Nachrichten Telegrafen Bataillon"") in Frankfurt (Oder). 

He served with the German Army of World War I as a signal officer with the troop. Selchow stated that even in the midst of World War I, he pointed out to the Chief Signal Office that much of the work being done in the German Army Signal Corps belonged properly to the German Ministry of Foreign Affairs because of its diplomatic nature. The Chief Signal Officer did not agree with this statement and during World War I much of the work done by the Army was diplomatic in nature. Directly after the war, Selchow entered the Ministry of Foreign Affairs, where he organized the cipher bureau. He brought with him several soldiers who had been with him during World War I. These were Schauffler, Paschke, Zastrow, Brandes, Hoffman and Kunze. He is listed as a Principal Foreign Office Specialist (""Vortragender Legationsrat"") on November 1, 1935, with the rank of Minister in 1945. In mid-April 1947, Selchow moved to Wedel in Hamburgh. After the war Selchow maintained contact with some of his colleagues. Little is known about his abilities, but statements from personnel in other cipher bureaus imply that he was jealous and secretive. His Pers Z S staff characterized him as a ""competent administrator"" who knew little about cryptography and cryptanalysis. Selchow was somewhat of a Europhile and detested the Nazi Party. With the advent of Adolf Hitler in 1933 and Hermann Göring's Forschungsamt cipher bureau encroached upon the field of the Pers Z S, which was the interception and processing of diplomatic ciphers. Selchow at the time fervently wished to resign by was persuaded to stay by von Bülow, who until 1938 was Secretary of the Ministry of Foreign Affairs, when he died. When Joachim von Ribbentrop, the new Foreign Minister, he lost a lot of supervisory power, and was restricted in duties. He was forced to join the Nazi Party in 1941. During World War II, he had no exact knowledge of the messages passed between different parties, and took no part in any matters pertaining to diplomacy. He remained head of the cipher bureau until May 1945.",Kurt Selchow,167
"Garlic oil

Garlic oil is the volatile oil (essential oil) derived from garlic. It is usually prepared using steam distillation, and can also be produced via distillation using ether. It is used in cooking and as a seasoning, a nutritional supplement, and also as an insecticide.

Garlic oil is typically prepared using steam distillation, whereby crushed garlic is steamed with the resultant condensation containing the oil. Garlic oil contains volatile sulfur compounds such as diallyl disulfide, which is the ""most abundant constituent"" of essential garlic oil. Steam-distilled garlic oil typically has a pungent odor and a yellow-brownish coloration. Its odor has been attributed to the presence of diallyl disulfide. To produce around 1 g of pure steam-distilled garlic oil, around 500 g garlic is required. Steam-distilled garlic oil has around 900 times the strength of fresh garlic, and around 200 times the strength of dehydrated garlic.

Ether can also be used to extract garlic oil. A type of garlic oil involves soaking diced or crushed garlic in vegetable oil, but this is not pure garlic oil; rather it is a garlic-infused oil.

Garlic oil is used as a nutritional supplement, and is sometimes purveyed in the form of capsules, which may be diluted with other ingredients. Some commercial preparations are produced with various levels of dilution, such as a preparation that contains 10% garlic oil. Some herbal folklore sources have stated that garlic oil possesses antifungal and antibiotic properties. It is also purveyed in health food stores as a digestive aid.

It can also be used as an insecticide, whereby it is diluted with water and sprayed on plants.

Stabilized garlic flavor blend is a proprietary mixture of dehydrated garlic powder infused with garlic oil, which increases the flavor of the garlic powder.

Garlic-flavored oil is produced and used for cooking and seasoning purposes, and is sometimes used as an ingredient in seasoning mixtures. This differs from essential garlic oil, and typically involves the use of chopped, macerated or crushed garlic placed in various vegetable oils to flavor the oil.",Garlic oil,168
"John Primrose (brewer)

John Primrose (c. 1803 – 28 November 1876) was a Scottish distiller and brewer who had a substantial career in South Australia. He was the founder of the Union Brewery in Rundle Street, the colony's first successful brewery.

Primrose was the son of a distiller in Cambridge, near Alloa. He was educated at the High School in Edinburgh, and on leaving school he joined his father's establishment, where he remained for some time, gaining sound practical and scientific knowledge of the arts of brewing and distilling. He gained further experience managing a distillery for the Messrs. Shea, of Belfast, then that of Beamish, in Cork. He remained with them for several years, only leaving them to establish a brewery on his own account on the Isle of Man.
He was then attracted to Australia, with the prospect of managing a large established distillery in Sydney.

Primrose arrived in South Australia aboard ""Ariadne"" in August 1839 and somehow never made it to Sydney. 
Shortly after his arrival he set up a distillery in partnership with John Richmond. 
After carrying it on for about two years he ceased operation on account of the Government demanding payment of duty upon all spirit manufactured in the colony, at the same rate as if it had been imported. 
Primrose then turned his attention to brewing, and in 1841 founded the Union Brewery in Rundle Street, which he carried on until a few years before his death, transferring the management to his nephew William Ross Sawers (c. 1839–1911) and Arthur Rait Malcom (c. 1847–1890), his son-in-law.

His remains were interred in the West Terrace Cemetery.

John Primrose (c. 1803 – 28 November 1876) married Elizabeth Paton/Patton Reid (c. 1822 – 30 August 1867) in 1845. Their children included:",John Primrose  brewer ,169
"Pongsan Line

The Pongsan Line is an electrified freight-only railway line of the Korean State Railway in Pongsan County, North Hwanghae Province, North Korea, running from Pongsan on the P'yŏngbu Line to West Pongsan,

The February 8 Cement Complex, one of the largest cement factories in North Korea, is located at West Pongsan. Much of the outbound traffic is cement destined for Kangdong on the P'yŏngdŏk Line, and for export via Haeju Port on the Hwanghae Ch'ŏngnyŏn Line.

A yellow background in the ""Distance"" box indicates that section of the line is not electrified.",Pongsan Line,170
"Prospect House (Battle Lake, Minnesota)

Prospect House, also known as the Prospect Inn and the Prospect House & Civil War Museum, is a historic building located in Battle Lake, Minnesota, United States. James A. ""Cap"" Colehour bought this property in 1882 and had a house that was built according to the plans of his home in Chicago, Illinois built on it. Prospect House was built five years later as an addition. The 2½-story frame Georgian Revival structure was a 26-room summer resort that overlooked the lake. The Colehours operated the inn for 38 years. They sold it to their daughter and son-in-law who converted into their home in 1929. They moved the 1882 house across the street and rented it out until 1968. Cap Colehour had enlisted in the 92nd Illinois Volunteer Infantry Regiment during the American Civil War. His collection of war memorabilia is now on display in the house. It was listed on the National Register of Historic Places in 2013.",Prospect House  Battle Lake  Minnesota ,171
"Business Language Testing Service

The Business Language Testing Service (BULATS) is an English language test provided by Cambridge English Language Assessment. It assesses the level of a person in a used language and in a professional context. This foreign language skills assessment is validated by a two-years valid certificate. The languages evaluated are English, German (in collaboration with the Goethe-Institut), Spanish (in collaboration with the University of Salamanca) and French (in collaboration with the Alliance Française).

It's an online test that give a score between 0 and 100 giving a direct equivalence with the Common European Framework of Reference for Languages levels.",Business Language Testing Service,172
"Graydon House

The Graydon House is a historic residence in Greenville, Alabama. The house was built in 1909, and typifies the southern Alabama vernacular house, with a hip roof and wrap-around porch. A gabled dormer is centered on the façade, and the porch has slender columns with elaborate brackets. Decorative woodwork continues inside, including Queen Anne fireplace mantels.

The house was listed on the National Register of Historic Places in 1986.",Graydon House,173
"Pelvic Organ Prolapse Quantification System

The Pelvic Organ Prolapse Quantifications System (POP-Q), is a system of assessing the degree of prolapse of pelvic organs to help standardize diagnosing, comparing, documenting, and sharing of clinical findings. This assessment is used the most frequently. In the UK urologists can specialize in in female urology, The Baden–Walker Halfway Scoring System is used as the second most used system. More research publications related to pelvic organ prolapse use the POP-Q as the measure of pelvic organ prolapse.

Pelvic organ prolapse, when assessed using the POP-Q, identifies the prevalence of pelvic organ prolapse to be up to 50% while diagnosis by symptoms has a prevalence of 3–6 %. Some advocate that the system of assessment be modified.

The POP-Q was developed in 1996 and it quantifies the descent of pelvic organs into the vagina. The POP-Q provides reliable description of the support of the anterior, posterior and apical vaginal wall. It uses objective and precise distance measurements to the reference point, the hymen. Cystocele and prolapse of the vagina from other causes is staged using POP-Q criteria can range from good support (no descent into the vagina) reported as a POP-Q stage 0 or I to a POP-Q score of IV; which includes prolapse beyond the hymen. It also used to quantifies the movement of other structures into the vaginal lumen and their descent.

The POP-Q assessment tool measures nine points in the vagina. The hymen is the reference point to which the other points are compared. The prolapsed organs are measured in centimeters to the hymen. The measurements are taken when the Valsalva maneuver is performed by the woman while in the dorsal lithotomy position. The anatomical landmarks used are anterior vaginal wall, cervix, hymen, perineal body, total vaginal length, posterior vaginal wall and posterior fornix. A three by three centimeter grid is used to record the proximal and distal numbers. The information on the grid is translated to the appropriate stage of prolapse.

The evaluation of pelvic organ prolapse includes other diagnostic tests in addition to the POP-Q. These can be:
In the US, greater than 200,000 surgeries are performed each year for pelvic organ prolapse. Examples of pelvic organ prolapse are cystocele, rectocele, urethrocele, enterocele and sigmoidocele. Cystocele is the most common. This system of assessing pelvic organ prolapse is currently used widely in China and the US.

Other assessment tools are used to determine the impact of pelvic floor prolapse. These are Pelvic Floor Impact Questionnaire (PFIQ),The Pelvic Floor Distress Inventory (PFDI) and the shorter forms PFIQ-7 and PFDI-20.",Pelvic Organ Prolapse Quantification System,174
"Tromp

Tromp may refer to:",Tromp,175
"Jivan Avetisyan

Jivan Avetisyan (); Armenian film director.

Jivan Avetisyan was born in Gyumri and grew up in Stepanakert, now he lives in Yerevan. 1993–1997 he attended the theater group of the Stepanakert children’s creative center. In 1998 Jivan finished the N9 secondary school after Hovhannes Tumanyan in Stepanakert. 1998–1999 he was engaged in film directors courses at the Public Television of Armenia. 1999–2001 he served in the NKR Defense Army with mandatory military service. 2002–2007 he studied at the Yerevan State Institute of Theatre and Cinematography in the faculty of Feature Films. 1996–1997 he worked at the Stepanakert Dramatic Theater named after Vahram Papazyan. From 1998 to 1999 he worked as a lighting specialist at the Stepanakert Television. Later he was the director of the TV programs. 2003–2009 he worked as a director of films and TV programs at Yerkir Media TV company. From 2009 to 2014 he was the chief director at Yerkir Media. Since 2014 he has been the director of the Fish eye Art Cultural Foundation.",Jivan Avetisyan,176
"Lying in a Hammock at William Duffy's Farm in Pine Island, Minnesota

""Lying in a Hammock at William Duffy's Farm in Pine Island, Minnesota"" is a poem by American poet James Wright. It is one of his best known poems, partially because of the tonal contrast between the content of the poem and its final line.

The poem was first published in ""The Paris Review"". It was later featured in a short story by Ann Beattie also published in ""The Paris Review"". The poem was included in Wright's collection ""This Branch Will Not Break"".

The poem is a description of a pastoral scene from the perspective of a person in a hammock. 

Much of the critical attention focused on the poem has concerned the last line. Dan Piepenbring, writing for ""The Paris Review"", summarized the criticism in a 2010 article:

Since [the poem's publication], that last line has inspired reams of analysis and debate—is it a lament? Is it a joke, a kind of boast? Did Wright intend to undercut or to bolster his pastoral scene with it? Could it be a winking response to Rilke, whose “Archaic Torso of Apollo” concludes with the imperative “You must change your life”?

Thom Gunn, in 1964, dismissed the line as ""...certainly meaningless. The more one searches for an explicit meaning in it, the vaguer it becomes. Other general statements of different import could well be substituted for it and the poem would neither gain nor lose strength."" Robert Bly, a friend of Wright, wrote in defense of the line a year later, and criticized Gunn for being unable to relate to the emotion expressed by the line.

David Mitchell has said that the line is a happy one, writing: ""...I hear him exhale it with a wry laugh"".

The line is discussed in Ann Beattie's short story ""Yancey"".

Wright acknowledged that he was influenced by Chinese poetry in writing ""Lying in a Hammock..."" in an interview with Dave Smith. This influence has been discussed by academics including Sven Birkerts.

The poem has been widely anthologized. It is one of David Mitchell's favorite pieces of writing.",Lying in a Hammock at William Duffy s Farm in Pine Island  Minnesota,177
"Benban Solar Park

Benban Solar Park is a 1,650 MW photovoltaic power station under construction located in Benban, Aswan Governorate in the western desert, approximately 650 km south of Cairo and 40 km northwest of Aswan. Once completed, Benban will be the world’s largest solar installation in the world.

Benban Solar Park located on an area of which is subdivided into 41 separate plots arranged in 4 rows with each plot
range in size from to . Each plot will be available to different companies to develop 41 plant.

The 41 planet on the Benban solar park will be connected to the high voltage network through four new substations, which will be constructed on the site by Egyptian Electricity Transmission Company (EETC). These substations will in turn connect to an existing 220 kV line, which passes nearby the Benban Site at a distance of approximately 12 km. At a later stage EETC may also construct an additional connection to the neighbouring 500 kV line.

The Benban Solar Park is a part of Egypt’s Nubian Suns Feed-in Tariff program, which is a major initiative to influences private sector capital and expertise to support the goal of generating 20% electricity from renewable resources by 2022.

The International Finance Corporation led a consortium of Africa Development Bank, Asian Infrastructure Investment Bank, Arab Bank of Bahrain, CDC Group, Europe Arab Bank, Finance in Motion, FinnFund, ICBC, and OeEB of Austria by pledging US$653 million to finance building and operating 13 plants by six groups of private power companies, including Shapoorji Energy, a subsidiary of Shapoorji Pallonji Group and Acciona Energy. The 13 solar power plants, which are expected to generate 752 MW, will cost US$823 million in total.

Also the Multilateral Investment Guarantee Agency, will provide US$210 million in political risk insurance to 12 projects within Benban.",Benban Solar Park,178
"Bargain Hunt (retail store)

Bargain Hunt, formerly Essex Bargain Hunt, is an American Discount store chain. Founded in 2004, Bargain Hunt is headquartered in La Vergne, Tennessee with retail locations in Tennessee, Ohio, Indiana, Kentucky, North Carolina, South Carolina, Georgia, Alabama, Mississippi and Arkansas.

Essex Technology Group - Bargain Hunt's parent company was founded in the year 2000 in Nashville by Robert Echols and Phil Pfeffer. They started off the company as a wholesaler of closeout goods. The company bought overstock and excess inventory goods from big box retailers and sold them. Initially, the focus was on electronics and computers.

The first store was opened in 2004 in Nashville and was known as Essex Bargain Hunt. The company also began an online store selling directly to retail customers from its original Nashville location. The strategy was to sell items that were too big or expensive to sell online.

After a successful run, Essex launched the Bargain Hunt superstores - using locations abandoned by stores such as Staples and Circuit City. The name was later changed to Bargain Hunt.

Bargain Hunt opened its first store in Nashville in the year 2004 and went on to expand in Southern and Midwest United States. The chain operates more than 80 stores in 10 states as of 2017. In 2015, Thomas H. Lee Partners acquired a majority stake in the retail chain.

Bargain Hunt stores are typically around 20,000 - 25,000 sq ft. in size and sell products such as electronics, movies and music, furniture, home improvement, clothing, footwear, jewelry, toys, health and beauty, pet supplies, sporting goods and fitness.

The stores sells name brands at a deep discount of 30% to 70% on regular prices and plays in the extreme value retail space. The store also utilizes a discounting program that drops the prices on items by specific percentages depending on the time they have been on shelves. The discount varies from 10% for newly shelved products to 90% for products in store for a longer time. These discounts are given in addition to the already marked down prices. The products sold in the stores are mostly overstock and excess inventory goods acquired from big box retailers.",Bargain Hunt  retail store ,179
